TOUR CRIETERIA,NAME OF THE TOUR,OTHER,REVIEWS,LINKS
Vie nocturne ‡ Paris,Hypnose Cocktail Bar Od√©on,Bars et clubs,15,https://www.tripadvisor.fr/Attraction_Review-g187147-d5788495-Reviews-Hypnose_Cocktail_Bar_Odeon-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Alambic Com√©die,"Th√©√¢tres, Spectacles humoristiques",7,https://www.tripadvisor.fr/Attraction_Review-g187147-d7927708-Reviews-Alambic_Comedie-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,In the Garden,Bars et clubs,6,https://www.tripadvisor.fr/Attraction_Review-g187147-d7226837-Reviews-In_the_Garden-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Le Baiser Sal√©,"Bars et clubs, Clubs et bars de jazz",110,https://www.tripadvisor.fr/Attraction_Review-g187147-d245077-Reviews-Le_Baiser_Sale-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Outland Bar,Bars et clubs,5,https://www.tripadvisor.fr/Attraction_Review-g187147-d12213816-Reviews-Outland_Bar-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,La Paroisse,Bars et clubs,5,https://www.tripadvisor.fr/Attraction_Review-g187147-d10251821-Reviews-La_Paroisse-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Le Fou,Bars et clubs,4,https://www.tripadvisor.fr/Attraction_Review-g187147-d12183406-Reviews-Le_Fou-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,20134,Bars et clubs,7,https://www.tripadvisor.fr/Attraction_Review-g187147-d6277070-Reviews-20134-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Gloster Bar √† Cocktails,Bars et clubs,8,https://www.tripadvisor.fr/Attraction_Review-g187147-d12991854-Reviews-Gloster_Bar_a_Cocktails-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,La Binouze Rochechouart,Bars et clubs,16,https://www.tripadvisor.fr/Attraction_Review-g187147-d8757781-Reviews-La_Binouze_Rochechouart-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Kibele,Bars et clubs,9,https://www.tripadvisor.fr/Attraction_Review-g187147-d245057-Reviews-Kibele-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,La Table Corse,Bars √† vins,7,https://www.tripadvisor.fr/Attraction_Review-g187147-d11801781-Reviews-La_Table_Corse-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,La Venus Noire,Bars et clubs,25,https://www.tripadvisor.fr/Attraction_Review-g187147-d5501671-Reviews-La_Venus_Noire-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Le Duplex,Bars et clubs,20,https://www.tripadvisor.fr/Attraction_Review-g187147-d195130-Reviews-Duplex_Bar-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Le cave de Gaston Leroux auteur du fantome de l'opera,Bars et clubs,6,https://www.tripadvisor.fr/Attraction_Review-g187147-d5313397-Reviews-Le_cave_de_Gaston_Leroux_auteur_du_fantome_de_l_opera-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Gentleman Pub,Bars et clubs,4,https://www.tripadvisor.fr/Attraction_Review-g187147-d12286813-Reviews-Gentleman_Pub-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Le Violon Dingue,Bars et clubs,24,https://www.tripadvisor.fr/Attraction_Review-g187147-d12449743-Reviews-The_Violon_Dingue-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Lipstick,Bars et clubs,24,https://www.tripadvisor.fr/Attraction_Review-g187147-d8569803-Reviews-Lipstick-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Les Vignerons Parisiens,Bars √† vins,4,https://www.tripadvisor.fr/Attraction_Review-g187147-d10292847-Reviews-Les_Vignerons_Parisiens-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,La Bellevilloise Bar,Bars et clubs,19,https://www.tripadvisor.fr/Attraction_Review-g187147-d8244356-Reviews-La_Bellevilloise_Bar-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Sentier des Halles,Bars et clubs,7,https://www.tripadvisor.fr/Attraction_Review-g187147-d245135-Reviews-Sentier_des_Halles-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Heritage,Bars et clubs,6,https://www.tripadvisor.fr/Attraction_Review-g187147-d11851446-Reviews-Heritage-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Bar la Legende,Bars et clubs,6,https://www.tripadvisor.fr/Attraction_Review-g187147-d7161128-Reviews-Bar_la_Legende-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,La Pomme d'Eve,Bars et clubs,8,https://www.tripadvisor.fr/Attraction_Review-g187147-d8702785-Reviews-La_Pomme_d_Eve-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Le Bar Marta,Bars et clubs,9,https://www.tripadvisor.fr/Attraction_Review-g187147-d5452935-Reviews-Le_Bar_Marta-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Red Caf√©,Bars et clubs,6,https://www.tripadvisor.fr/Attraction_Review-g187147-d3887989-Reviews-Red_Cafe-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Hotel O Bar,Bars et clubs,10,https://www.tripadvisor.fr/Attraction_Review-g187147-d6123807-Reviews-Hotel_O_Bar-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Les Disquaires,Bars et clubs,13,https://www.tripadvisor.fr/Attraction_Review-g187147-d7189147-Reviews-Les_Disquaires-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Le Bouillon St-Stef,Bars et clubs,4,https://www.tripadvisor.fr/Attraction_Review-g187147-d11750056-Reviews-Le_Bouillon_St_Stef-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Le Bar Botaniste Shangri-La Paris,Bars et clubs,4,https://www.tripadvisor.fr/Attraction_Review-g187147-d13478582-Reviews-Le_Bar_Botaniste_Shangri_La_Paris-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Le Pousse au Crime,Bars et clubs,50,https://www.tripadvisor.fr/Attraction_Review-g187147-d3632576-Reviews-Le_Pousse_au_Crime-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Le Petit Opportun,Clubs et bars de jazz,5,https://www.tripadvisor.fr/Attraction_Review-g187147-d190198-Reviews-Le_Petit_Opportun-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Th√©√¢tre BO Saint-Martin,Spectacles humoristiques,3,https://www.tripadvisor.fr/Attraction_Review-g187147-d12280122-Reviews-Theatre_BO_Saintt_Martin-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Niki Club,Bars et clubs,3,https://www.tripadvisor.fr/Attraction_Review-g187147-d12347333-Reviews-Niki_Club-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Kabukicho,"Discoth√®ques, Bars et clubs",13,https://www.tripadvisor.fr/Attraction_Review-g187147-d11718625-Reviews-Kabukicho-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Le Tropic Caf√©,Bars et clubs,27,https://www.tripadvisor.fr/Attraction_Review-g187147-d195135-Reviews-Le_Tropic_Cafe-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Studio de l'Ermitage,"Clubs et bars de jazz, Bars et clubs",3,https://www.tripadvisor.fr/Attraction_Review-g187147-d12611195-Reviews-Studio_de_l_Ermitage-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Le Cabaret,Bars et clubs,7,https://www.tripadvisor.fr/Attraction_Review-g187147-d191015-Reviews-Le_Cabaret-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Le Bar,Bars et clubs,4,https://www.tripadvisor.fr/Attraction_Review-g187147-d6546892-Reviews-Le_Bar-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,L'Urgence Bar,Bars et clubs,32,https://www.tripadvisor.fr/Attraction_Review-g187147-d3928896-Reviews-L_Urgence_Bar-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Le P'tit V√©lo,Bars et clubs,3,https://www.tripadvisor.fr/Attraction_Review-g187147-d245095-Reviews-Le_P_tit_Velo-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Bisou,Bars et clubs,3,https://www.tripadvisor.fr/Attraction_Review-g187147-d13936546-Reviews-Bisou-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,La Fl√®che d'Or,Bars et clubs,10,https://www.tripadvisor.fr/Attraction_Review-g187147-d245068-Reviews-La_Fleche_d_Or-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,O'Briens,Bars et clubs,8,https://www.tripadvisor.fr/Attraction_Review-g187147-d210374-Reviews-O_Briens-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Baron Samedi,Bars et clubs,9,https://www.tripadvisor.fr/Attraction_Review-g187147-d6473027-Reviews-Baron_Samedi-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Caf√© Lilou,Caf√©s,10,https://www.tripadvisor.fr/Attraction_Review-g187147-d6940756-Reviews-Cafe_Lilou-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Bluebird,Bars et clubs,6,https://www.tripadvisor.fr/Attraction_Review-g187147-d12912371-Reviews-Bluebird-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Teddy's Bar,"Bars et clubs, Bars √† vins",12,https://www.tripadvisor.fr/Attraction_Review-g187147-d10112746-Reviews-Teddy_s_Bar-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Le Curieux,Bars et clubs,5,https://www.tripadvisor.fr/Attraction_Review-g187147-d7077075-Reviews-Le_Curieux-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Troll Caf√©,Bars et clubs,33,https://www.tripadvisor.fr/Attraction_Review-g187147-d6984026-Reviews-Troll_Cafe-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Le Sonart,"Mus√©es sp√©cialis√©s, Bars et clubs",15,https://www.tripadvisor.fr/Attraction_Review-g187147-d4921989-Reviews-Le_Sonart-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,La Suite,Discoth√®ques,6,https://www.tripadvisor.fr/Attraction_Review-g187147-d502690-Reviews-La_Suite-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Face Bar,Bars et clubs,4,https://www.tripadvisor.fr/Attraction_Review-g187147-d6929715-Reviews-Face_Bar-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Le Gibus Caf√©,Bars et clubs,5,https://www.tripadvisor.fr/Attraction_Review-g187147-d6884886-Reviews-Le_Gibus_Cafe-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Baroom,Bars et clubs,2,https://www.tripadvisor.fr/Attraction_Review-g187147-d13456272-Reviews-Baroom-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,La Gare,Clubs et bars de jazz,2,https://www.tripadvisor.fr/Attraction_Review-g187147-d13238767-Reviews-La_Gare-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Chez Adel,Bars et clubs,3,https://www.tripadvisor.fr/Attraction_Review-g187147-d244972-Reviews-Chez_Adel-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Le Bar Belge,Bars et clubs,9,https://www.tripadvisor.fr/Attraction_Review-g187147-d11877705-Reviews-Le_Bar_Belge-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,La Belle Epoque,Bars et clubs,3,https://www.tripadvisor.fr/Attraction_Review-g187147-d7144637-Reviews-La_Belle_Epoque-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Agrology,Bars √† vins,2,https://www.tripadvisor.fr/Attraction_Review-g187147-d7035194-Reviews-Agrology-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,La Mecanique Ondulatoire,Bars et clubs,8,https://www.tripadvisor.fr/Attraction_Review-g187147-d7189424-Reviews-La_Mecanique_Ondulatoire-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Caf√© Society,Bars et clubs,2,https://www.tripadvisor.fr/Attraction_Review-g187147-d12287083-Reviews-Cafe_Society_Paris_1-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,L'Insolite,Bars et clubs,4,https://www.tripadvisor.fr/Attraction_Review-g187147-d267707-Reviews-L_Insolite-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Le Soum Soum,Bars et clubs,2,https://www.tripadvisor.fr/Attraction_Review-g187147-d11811276-Reviews-Le_Soum_Soum-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Dock,Bars et clubs,33,https://www.tripadvisor.fr/Attraction_Review-g187147-d4945549-Reviews-Dock-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Quartier General,Bars et clubs,15,https://www.tripadvisor.fr/Attraction_Review-g187147-d7202887-Reviews-Quartier_General-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Le M√©rou,Bars et clubs,6,https://www.tripadvisor.fr/Attraction_Review-g187147-d7274648-Reviews-Le_Merou-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Artisan,Bars et clubs,3,https://www.tripadvisor.fr/Attraction_Review-g187147-d5791544-Reviews-Artisan-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Le Comptoir General,"Bars et clubs, Mus√©es sp√©cialis√©s",55,https://www.tripadvisor.fr/Attraction_Review-g187147-d6978268-Reviews-Le_Comptoir_General-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Le Quartier,Bars et clubs,2,https://www.tripadvisor.fr/Attraction_Review-g187147-d13307759-Reviews-Le_Quartier-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,The Lab,Bars et clubs,2,https://www.tripadvisor.fr/Attraction_Review-g187147-d8661115-Reviews-The_Lab-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Hypnose Cocktail Bar Grands Boulevards,Bars et clubs,16,https://www.tripadvisor.fr/Attraction_Review-g187147-d5788497-Reviews-Hypnose_Cocktail_Bar_Grands_Boulevards-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,L'Atelier Charonne Gypsy Jazz Bar,Clubs et bars de jazz,17,https://www.tripadvisor.fr/Attraction_Review-g187147-d7203756-Reviews-L_Atelier_Charonne_Gypsy_Jazz_Bar-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Les Cariatides,Bars et clubs,2,https://www.tripadvisor.fr/Attraction_Review-g187147-d9582294-Reviews-Les_Cariatides-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Bus Palladium,Discoth√®ques,41,https://www.tripadvisor.fr/Attraction_Review-g187147-d244886-Reviews-Bus_Palladium-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Little Temple Bar,Bars et clubs,21,https://www.tripadvisor.fr/Attraction_Review-g187147-d12961795-Reviews-Little_Temple_Bar-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Nun's Caf√©,Bars et clubs,2,https://www.tripadvisor.fr/Attraction_Review-g187147-d8003695-Reviews-Nun_s_Cafe-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Le Saint,Bars et clubs,2,https://www.tripadvisor.fr/Attraction_Review-g187147-d546432-Reviews-Le_Saint-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Pigalle Country Club,Bars et clubs,6,https://www.tripadvisor.fr/Attraction_Review-g187147-d5971646-Reviews-Pigalle_Country_Club-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Raidd,Bars et clubs,61,https://www.tripadvisor.fr/Attraction_Review-g187147-d8698242-Reviews-Raidd-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Cafe Moustache,"Clubs et bars gays, Bars et clubs",2,https://www.tripadvisor.fr/Attraction_Review-g187147-d11688028-Reviews-Cafe_Moustache-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Le Who's Bar,Bars et clubs,26,https://www.tripadvisor.fr/Attraction_Review-g187147-d14183983-Reviews-Le_Who_s_Bar-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Le Gambetta,Bars et clubs,7,https://www.tripadvisor.fr/Attraction_Review-g187147-d245086-Reviews-Le_Gambetta-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,1K Bar,Bars et clubs,7,https://www.tripadvisor.fr/Attraction_Review-g187147-d7126282-Reviews-1K_Bar-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Mad Maker Pub,Bars et clubs,62,https://www.tripadvisor.fr/Attraction_Review-g187147-d7180218-Reviews-Mad_Maker_Pub-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,L'international,Bars et clubs,23,https://www.tripadvisor.fr/Attraction_Review-g187147-d7002679-Reviews-L_international-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,La Poudri√®re,Bars et clubs,5,https://www.tripadvisor.fr/Attraction_Review-g187147-d14020253-Reviews-La_Poudriere-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Espace Cardin,Spectacles humoristiques,3,https://www.tripadvisor.fr/Attraction_Review-g187147-d9727570-Reviews-Espace_Cardin-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Le Tempo,Bars et clubs,11,https://www.tripadvisor.fr/Attraction_Review-g187147-d4415324-Reviews-Le_Tempo-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,L'Etoile Manquante,Bars et clubs,50,https://www.tripadvisor.fr/Attraction_Review-g187147-d2038001-Reviews-L_Etoile_Manquante-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,La Maison du whisky,Bars √† vins,3,https://www.tripadvisor.fr/Attraction_Review-g187147-d12578614-Reviews-La_Maison_du_whisky-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Mister Lounge,Bars et clubs,2,https://www.tripadvisor.fr/Attraction_Review-g187147-d1841411-Reviews-Mister_Lounge-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Le Rive Gauche,"Discoth√®ques, Bars et clubs",1,https://www.tripadvisor.fr/Attraction_Review-g187147-d12526580-Reviews-Le_Rive_Gauche-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,La Cave de Turenne,Bars √† vins,1,https://www.tripadvisor.fr/Attraction_Review-g187147-d14028867-Reviews-La_Cave_de_Turenne-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Junkyard,Bars et clubs,1,https://www.tripadvisor.fr/Attraction_Review-g187147-d13837944-Reviews-Junkyard-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Cave des Gobelins,Bars et clubs,1,https://www.tripadvisor.fr/Attraction_Review-g187147-d11616981-Reviews-Cave_des_Gobelins-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Le Tartuffe,Spectacles humoristiques,1,https://www.tripadvisor.fr/Attraction_Review-g187147-d245100-Reviews-Le_Tartuffe-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Guinguette du Martin-p√™cheur,Discoth√®ques,13,https://www.tripadvisor.fr/Attraction_Review-g187147-d245049-Reviews-Guinguette_du_Martin_Pecheur-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Pachi Pacha Mini Bar,Bars et clubs,16,https://www.tripadvisor.fr/Attraction_Review-g187147-d12880104-Reviews-Pachi_Pacha-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Chesterfield Caf√©,Bars et clubs,6,https://www.tripadvisor.fr/Attraction_Review-g187147-d244971-Reviews-Chesterfield_Cafe-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Le sous bock,Bars et clubs,30,https://www.tripadvisor.fr/Attraction_Review-g187147-d547094-Reviews-Le_Sous_Bock-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Le Clap,Bars et clubs,1,https://www.tripadvisor.fr/Attraction_Review-g187147-d6613369-Reviews-Le_Clap-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Sattelit' Caf√©,Bars et clubs,4,https://www.tripadvisor.fr/Attraction_Review-g187147-d245134-Reviews-Satellit_Cafe-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Le Baryton,Pianos-bars,1,https://www.tripadvisor.fr/Attraction_Review-g187147-d10607661-Reviews-Le_Baryton-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Le Bar,Bars et clubs,2,https://www.tripadvisor.fr/Attraction_Review-g187147-d6387617-Reviews-Le_Bar-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,L'Attrape Coeurs,Bars et clubs,5,https://www.tripadvisor.fr/Attraction_Review-g187147-d5871270-Reviews-L_Attrape_Coeurs-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Le Fabuleux Cabinet de Curiosit√©s,Bars et clubs,1,https://www.tripadvisor.fr/Attraction_Review-g187147-d7822973-Reviews-Le_Fabuleux_Cabinet_de_Curiosites-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Club Francais du Vin,"Oenotourisme , Bars √† vins",1,https://www.tripadvisor.fr/Attraction_Review-g187147-d10216208-Reviews-Club_Francais_du_Vin-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,PubSurfing,,22,https://www.tripadvisor.fr/Attraction_Review-g187147-d2424449-Reviews-PubSurfing-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,L'Etage,Bars et clubs,2,https://www.tripadvisor.fr/Attraction_Review-g187147-d7060577-Reviews-L_Etage-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Showcase,Discoth√®ques,6,https://www.tripadvisor.fr/Attraction_Review-g187147-d11893868-Reviews-Showcase-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Karaok√© La Noche,"Bars et clubs, Karaok√©s",3,https://www.tripadvisor.fr/Attraction_Review-g187147-d8146674-Reviews-Karaoke_La_Noche-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Okomptoir,"Discoth√®ques, Bars et clubs",1,https://www.tripadvisor.fr/Attraction_Review-g187147-d8431581-Reviews-Okomptoir-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Caf√© Oscar,"Spectacles humoristiques, Caf√©s",6,https://www.tripadvisor.fr/Attraction_Review-g187147-d12926420-Reviews-Cafe_Oscar-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Le Cox,Clubs et bars gays,58,https://www.tripadvisor.fr/Attraction_Review-g187147-d267705-Reviews-Le_Cox-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,LaPlage de Glazart,"Discoth√®ques, Bars et clubs",3,https://www.tripadvisor.fr/Attraction_Review-g187147-d10779384-Reviews-LaPlage_de_Glazart-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,The Be Bop Bar,Bars et clubs,1,https://www.tripadvisor.fr/Attraction_Review-g187147-d6947691-Reviews-The_Be_Bop_Bar-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,LOUNGE BAR 37,Bars et clubs,2,https://www.tripadvisor.fr/Attraction_Review-g187147-d6367444-Reviews-LOUNGE_BAR_37-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,La Taverne Saint-Germain,Bars et clubs,7,https://www.tripadvisor.fr/Attraction_Review-g187147-d547075-Reviews-La_Taverne_St_Germain-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,VIP Room,Bars et clubs,129,https://www.tripadvisor.fr/Attraction_Review-g187147-d2433883-Reviews-VIP_Room-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Paris-Prague Jazz Club,Clubs et bars de blues,1,https://www.tripadvisor.fr/Attraction_Review-g187147-d11881652-Reviews-Paris_Prague_Jazz_Club-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,French Flair,Bars et clubs,2,https://www.tripadvisor.fr/Attraction_Review-g187147-d13756523-Reviews-French_Flair-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Le Big Ben Bar,Bars et clubs,19,https://www.tripadvisor.fr/Attraction_Review-g187147-d239779-Reviews-Big_Ben_Bar-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Meltdown,Bars et clubs,3,https://www.tripadvisor.fr/Attraction_Review-g187147-d13294902-Reviews-Meltdown-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,UFO Bar,Bars et clubs,2,https://www.tripadvisor.fr/Attraction_Review-g187147-d13003073-Reviews-UFO_Bar-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,La Java,Discoth√®ques,11,https://www.tripadvisor.fr/Attraction_Review-g187147-d190200-Reviews-La_Java-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Le Bar Kl√©ber,Bars et clubs,1,https://www.tripadvisor.fr/Attraction_Review-g187147-d13377282-Reviews-Le_Bar_Kleber-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,"Bar √† Vins ""Chez Nicolas""",Bars √† vins,1,https://www.tripadvisor.fr/Attraction_Review-g187147-d12720707-Reviews-Bar_a_Vins_Chez_Nicolas-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Keur Samba,Bars et clubs,1,https://www.tripadvisor.fr/Attraction_Review-g187147-d13074368-Reviews-Keur_Samba-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Le Bar,Bars et clubs,1,https://www.tripadvisor.fr/Attraction_Review-g187147-d3504606-Reviews-Le_Bar-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,S‚ÄôBar,Bars et clubs,1,https://www.tripadvisor.fr/Attraction_Review-g187147-d12287100-Reviews-S_Bar-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Bar L'Etoile,"Bars et clubs, Clubs et bars de jazz",1,https://www.tripadvisor.fr/Attraction_Review-g187147-d9457288-Reviews-Bar_L_Etoile-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Wax,Bars et clubs,2,https://www.tripadvisor.fr/Attraction_Review-g187147-d245158-Reviews-Wax-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Le Bar H√¥tel Villa,Clubs et bars de jazz,1,https://www.tripadvisor.fr/Attraction_Review-g187147-d190197-Reviews-Le_Bar_Hotel_Villa-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Cafes Marc,Caf√©s,1,https://www.tripadvisor.fr/Attraction_Review-g187147-d2178157-Reviews-Cafes_Marc-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,L'Omadis,Bars et clubs,2,https://www.tripadvisor.fr/Attraction_Review-g187147-d10109483-Reviews-L_Omadis-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Le Pulp,"Clubs et bars gays, Bars et clubs",3,https://www.tripadvisor.fr/Attraction_Review-g187147-d195133-Reviews-Le_Pulp-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Bar des Familles,Bars et clubs,14,https://www.tripadvisor.fr/Attraction_Review-g187147-d7131034-Reviews-Bar_des_Familles-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,L'Encrier,Bars et clubs,1,https://www.tripadvisor.fr/Attraction_Review-g187147-d7209440-Reviews-L_Encrier-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,La Pouchla,Bars et clubs,1,https://www.tripadvisor.fr/Attraction_Review-g187147-d547081-Reviews-La_Pouchla-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Egoiste,Bars et clubs,1,https://www.tripadvisor.fr/Attraction_Review-g187147-d6019733-Reviews-Egoiste-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Swan Bar,Clubs et bars de jazz,11,https://www.tripadvisor.fr/Attraction_Review-g187147-d3571305-Reviews-Swan_Bar-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Caveau de la R√©publique,Spectacles humoristiques,13,https://www.tripadvisor.fr/Attraction_Review-g187147-d244923-Reviews-Caveau_de_la_Republique-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,L'Amn√©sia,Bars et clubs,1,https://www.tripadvisor.fr/Attraction_Review-g187147-d195136-Reviews-Amnesia_Cafe-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Le Divan du Monde,"Discoth√®ques, Bars et clubs",69,https://www.tripadvisor.fr/Attraction_Review-g187147-d245085-Reviews-Le_Divan_du_Monde-Paris_Ile_de_France.html
