,four,one,three,two
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d3888590-Reviews-Le_35_Tours-Paris_Ile_de_France.html,Le 35 Tours,Bars et clubs,0
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d607316-Reviews-Au_Caveau_de_la_Bolee-Paris_Ile_de_France.html,Au Caveau de la Bolee,Bars et clubs,0
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d606614-Reviews-Club_Zed-Paris_Ile_de_France.html,Club Zed,Spectacles humoristiques,0
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d267706-Reviews-Black_Blanc_Beur_Tea_Dance-Paris_Ile_de_France.html,Tea Dance Black Blanc Beur,Bars et clubs,0
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d245139-Reviews-Studio_des_Islettes-Paris_Ile_de_France.html,Studio des Islettes,Clubs et bars de jazz,0
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d245127-Reviews-Peniche_Makara-Paris_Ile_de_France.html,P√©niche Makara,Bars et clubs,0
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d245126-Reviews-Peniche_Declic-Paris_Ile_de_France.html,P√©niche D√©clic,Bars et clubs,0
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d245111-Reviews-Maxwell_Cafe-Paris_Ile_de_France.html,Maxwell Caf√©,Bars et clubs,0
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d245106-Reviews-Les_Instants_Chavires-Paris_Ile_de_France.html,Les Instants chavir√©s,"Bars et clubs, Clubs et bars de jazz",0
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d245103-Reviews-Les_Assassins-Paris_Ile_de_France.html,Les Assassins,Spectacles humoristiques,0
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d245096-Reviews-Le_Panier-Paris_Ile_de_France.html,Le Panier,Clubs et bars de jazz,0
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d245094-Reviews-Le_Monkey_Club-Paris_Ile_de_France.html,Le Monkey Club,Bars et clubs,0
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d245093-Reviews-Le_Magique-Paris_Ile_de_France.html,Le Magique,Bars et clubs,0
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d245080-Reviews-Le_Bee_Bop-Paris_Ile_de_France.html,Le Bee Bop,Bars et clubs,0
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d245076-Reviews-Laughing_Matters-Paris_Ile_de_France.html,Laughing Matters,Spectacles humoristiques,0
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d245075-Reviews-La_Vieille_Grille-Paris_Ile_de_France.html,La Vieille Grille,Bars et clubs,0
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d245069-Reviews-La_Guinguette_Pirate-Paris_Ile_de_France.html,La Guinguette Pirate,Bars et clubs,0
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d244991-Reviews-Danse_Theatre_Musique_DTM-Paris_Ile_de_France.html,Danse Th√©√¢tre & Musique (DTM),Discoth√®ques,0
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d244981-Reviews-Le_Cithea-Paris_Ile_de_France.html,Le Cith√©a,"Clubs et bars de jazz, Spectacles",0
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d244922-Reviews-Cava_Cava-Paris_Ile_de_France.html,Cava Cava,Discoth√®ques,0
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d213493-Reviews-Unity_Bar-Paris_Ile_de_France.html,Unity Bar,Clubs et bars gays,0
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d212432-Reviews-Les_Scandaleuses-Paris_Ile_de_France.html,Les Scandaleuses,Clubs et bars gays,0
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d212430-Reviews-Blockhaus-Paris_Ile_de_France.html,Blockhaus,"Discoth√®ques, Clubs et bars gays",0
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d210376-Reviews-St_Louis_Blues-Paris_Ile_de_France.html,Saint-Louis Blues,Bars et clubs,0
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d190192-Reviews-La_Renaissance-Paris_Ile_de_France.html,La Renaissance,Bars et clubs,0
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d188983-Reviews-Web_Bar-Paris_Ile_de_France.html,Web Bar,Bars et clubs,0
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d188491-Reviews-Le_Galaxie-Paris_Ile_de_France.html,Le Galaxie,Bars et clubs,0
